1620#2.53440609425408#48.935489860864#Sevran Livry#SEVRAN#rer
1621#2.34709106488045#48.8946326888974#Simplon#PARIS-18EME#metro
1622#2.32268062216292#48.8585512442859#Solférino#PARIS-07EME#metro
1624#2.47211272031285#48.8062801804394#Saint-Maur Créteil#SAINT-MAUR-DES-FOSSES#rer
1626#2.07107449147842#48.7030674560445#Saint-Rémy-lès-Chevreuse#SAINT-REMY-LES-CHEVREUSE#rer
1627#2.36708501453572#48.8843047899152#Stalingrad#PARIS-19EME#metro
1628#2.35409710592864#48.8691997061607#Strasbourg-Saint-Denis#PARIS-02EME#metro
1629#2.50784465806546#48.7711274129549#Sucy Bonneuil#SUCY-EN-BRIE#rer
1630#2.36186696356924#48.8510338403896#Sully-Morland#PARIS-04EME#metro
1631#2.30782041849586#48.8467524550776#Ségur#PARIS-15EME#metro
1632#2.32587286292213#48.8512043552606#Sèvres-Babylone#PARIS-07EME#metro
1633#2.31018390371145#48.8451307700065#Sèvres-Lecourbe#PARIS-15EME#metro
1634#2.36108072227889#48.8663687823143#Temple#PARIS-03EME#metro
1635#2.29803071310238#48.8780661989514#Ternes#PARIS-17EME#metro
1636#2.35724192785828#48.8265068985468#Tolbiac#PARIS-13EME#metro
1637#2.65576579751211#48.8395400090998#Torcy#TORCY#rer
1638#2.33305807671909#48.87650879316#Trinité-d'Estienne d'Orves#PARIS-09EME#metro
1639#2.28701984351505#48.8629708361397#Trocadéro#PARIS-16EME#metro
1640#2.33031418026416#48.8644970966975#Tuileries#PARIS-01ER#metro
1642#2.48744322581996#48.8533286104541#Val de Fontenay#FONTENAY-SOUS-BOIS#rer
1643#2.32193434751113#48.848871662506#Vaneau#PARIS-07EME#metro
1644#2.31553023354222#48.8575166012889#Varenne#PARIS-07EME#metro
1645#2.30098263992498#48.8395680331036#Vaugirard (Adolphe Chérioux)#PARIS-15EME#metro
1646#2.32900321886739#48.8420036541946#Vavin#PARIS-06EME#metro
1647#2.56669334472848#48.9445537914919#Vert-Galant#VILLEPINTE#rer
1648#2.28526726839526#48.8696716618644#Victor Hugo#PARIS-16EME#metro
1649#2.36697471484243#48.7870020157205#Villejuif-Louis Aragon#VILLEJUIF#metro
1650#2.36394352657996#48.8041740664156#Villejuif-Léo Lagrange#VILLEJUIF#metro
1651#2.3679661373898#48.7959447270881#Villejuif-Paul Vaillant Couturier (Hôpital Paul Brousse)#VILLEJUIF#metro
1652#2.60230661461914#48.9533769290525#Villeparisis#VILLEPARISIS#rer
1653#2.51220888008433#48.9627184386276#Villepinte#VILLEPINTE#rer
1654#2.31527055050207#48.8810543983371#Villiers#PARIS-17EME#metro
1655#2.43106661912721#48.8472269351#Vincennes#VINCENNES#rer
1656#2.30804114557479#48.8416970273909#Volontaires#PARIS-15EME#metro
1657#2.37988391957515#48.8578758428685#Voltaire (Léon Blum)#PARIS-11EME#metro
1658#2.30465144209881#48.8838739610152#Wagram#PARIS-17EME#metro
1659#2.26997975035107#48.8553920307943#Ranelagh#PARIS-16EME#metro
1660#2.33058309684112#48.8389637143162#Raspail#PARIS-14EME#metro
1661#2.32808305123987#48.8480544328681#Rennes#PARIS-06EME#metro
1662#2.38611818658013#48.8472381327386#Reuilly-Diderot#PARIS-12EME#metro
1664#2.3720977804711#48.8608927535125#Richard-Lenoir#PARIS-11EME#metro
1665#2.33908809977413#48.8720139171377#Richelieu-Drouot#PARIS-09EME#metro
1666#2.37448742568144#48.8881235581407#Riquet#PARIS-19EME#metro
1667#2.42355673885079#48.85556400483#Robespierre#MONTREUIL#metro
